NOMBRE,MARCA,SKU,CATEGORIA,SUBCATEGORIA,PROMO,PRECIO_ANTES,PRECIO,TALLAS,CONDICION,DESCRIPCION,FOTOS,DESTACADO,LANZAMIENTO
Dunk SB Philadelphia Phillies,Nike,SB-DUNK-18,sneakers,,NO,,1730000,9.5,nuevo,Nuevo con caja. Comisión incluida en el precio.,/products/SB-DUNK-18.png,NO,NO
Air Force 1 G-Dragon W,Nike,AF1-07,sneakers,,NO,,2550000,9.5,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Dunk SB HUF NYC,Nike,SB-DUNK-19,sneakers,,NO,,1250000,8,nuevo,Nuevo con caja. Comisión incluida en el precio.,/products/SB-DUNK-19.png,NO,NO
Kobe REV Grinch,Nike,KOBE-02,sneakers,,NO,,2250000,10,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Kobe Grinch,Nike,KOBE-03,sneakers,,NO,,4000000,8,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Dunk SB Verdy Visty,Nike,SB-DUNK-20,sneakers,,NO,,1950000,9.5,nuevo,Nuevo con caja. Comisión incluida en el precio.,/products/SB-DUNK-20.png,NO,NO
Dunk SB Bellota,Nike,SB-DUNK-21,sneakers,,NO,,1600000,7,nuevo,Nuevo con caja. Comisión incluida en el precio.,/products/SB-DUNK-21.png,NO,NO
Dunk SB Street Hawker,Nike,SB-DUNK-22,sneakers,,NO,,2250000,7.5,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Mind 001 Barely Green,Nike,MIND001-05,sneakers,,NO,,600000,8W,nuevo,Nuevo con caja. Talla de mujer (equivale a 6.5 US hombre). Comisión incluida en el precio.,,NO,NO
Mind 001 Sail,Nike,MIND001-06,sneakers,,NO,,700000,10W,nuevo,Nuevo con caja. Talla de mujer (equivale a 8.5 US hombre). Comisión incluida en el precio.,,NO,NO
Mind 001,Nike,MIND001-07,sneakers,,NO,,550000,"11,7W",nuevo,Nuevo con caja. Con extra laces. Comisión incluida en el precio.,,NO,NO
Mind 001 team red university,Nike,MIND001-09,sneakers,,NO,,850000,11,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Dunk SB Ebay,Nike,SB-DUNK-23,sneakers,,NO,,900000,11.5,nuevo,Nuevo con caja. Comisión incluida en el precio.,/products/SB-DUNK-23.png,NO,NO
Air Max Día de los Muertos,Nike,AM90-04,sneakers,,NO,,3500000,9.5,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Dunk SB Low Baroque Brown,Nike,SB-DUNK-24,sneakers,,NO,,680000,8.5,nuevo,Nuevo con caja. Con extra laces. Comisión incluida en el precio.,,NO,NO
Travis Zoom Field Jaxx,Nike,FIELDJAXX-01,sneakers,,NO,,850000,9,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Dunk SB Futura Laboratories,Nike,SB-DUNK-25,sneakers,,NO,,1400000,9,nuevo,Nuevo con caja. Con extra laces. Comisión incluida en el precio.,,NO,NO
Dunk SB Rayssa,Nike,SB-DUNK-26,sneakers,,NO,,1300000,9,nuevo,Nuevo con caja. Con extra laces. Comisión incluida en el precio.,,NO,NO
Mind 002,Nike,MIND002-03,sneakers,,NO,,950000,"9,9.5",nuevo,Nuevo con caja. Con extra laces. Comisión incluida en el precio.,,NO,NO
P6000 Metallic Silver,New Balance,P6000-01,sneakers,,NO,,550000,8.5,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Air Force One,Nike,AF1-08,sneakers,,NO,,540000,9,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Air Force One x Supreme,Nike,AF1-10,sneakers,,NO,,770000,"7,7.5,8,8.5,9,9.5,10,10.5,11",nuevo,Nuevo con caja. Con extra laces. Comisión incluida en el precio.,,NO,NO
Dunk SB HUF San Francisco,Nike,SB-DUNK-27,sneakers,,NO,,730000,8,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Fontanka AF1,Nike,AF1-11,sneakers,,NO,,400000,6.5W,nuevo,Nuevo con caja. Talla de mujer. Comisión incluida en el precio.,,NO,NO
Vomero Platinum,Nike,VOMERO-01,sneakers,,NO,,600000,8.5,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Dunk SB Oregon Special Edition,Nike,SB-DUNK-29,sneakers,,NO,,2200000,10.5,nuevo,Nuevo con caja. Viene con libro de Oregón. Comisión incluida en el precio.,/products/SB-DUNK-29.png,NO,NO
Dunk SB Futura,Nike,SB-DUNK-30,sneakers,,NO,,1280000,7.5,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Dunk SB Yuto Horigome OG,Nike,SB-DUNK-31,sneakers,,NO,,1590000,"11,9",nuevo,Nuevo con caja. Comisión incluida en el precio.,/products/SB-DUNK-31.png,NO,NO
Dunk SB Lobster Special Box,Nike,SB-DUNK-32,sneakers,,NO,,2200000,9,nuevo,"Nuevo con caja. Con accesorios completos, trae menú de lanzamiento. Comisión incluida en el precio.",/products/SB-DUNK-32.png,NO,NO
Dunk SB Yuto H Sparragus,Nike,SB-DUNK-33,sneakers,,NO,,1000000,10.5,nuevo,Nuevo con caja. Comisión incluida en el precio.,/products/SB-DUNK-33.png,NO,NO
Nocta AF1 Citron,Nike,AF1-12,sneakers,,NO,,650000,11,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Dunk Photon Dust,Nike,DUNK-06,sneakers,,NO,,600000,"5W,6W,7W,8W,9W,10W",nuevo,"Nuevo con caja. Tallas de mujer (9W equivale a 7.5 US hombre, 10W a 8.5 US hombre). Comisión incluida en el precio.",/products/DUNK-06.png,NO,NO
Blazer x Sacai,Nike,BLAZER-01,sneakers,,NO,,500000,10.5,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Travis Scott Air Max 1,Nike,AM1-02,sneakers,,NO,,1550000,8.5,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Dunk SB Grateful Dead,Nike,SB-DUNK-34,sneakers,,NO,,2900000,9,nuevo,Nuevo con caja. Con accesorios. Comisión incluida en el precio.,/products/SB-DUNK-34.png,NO,NO
Dunk SB Ben and Jerry's,Nike,SB-DUNK-35,sneakers,,NO,,3000000,8.5,usado,Usado con caja. Con todos los accesorios. Comisión incluida en el precio.,/products/SB-DUNK-35.png,NO,NO
Unheardof,Adidas,UNHEARDOF-01,sneakers,,NO,,1000000,"7.5,8",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Bad Bunny Badbo,Adidas x Bad Bunny,ADI-BB-12,sneakers,,NO,,700000,9,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Dunk SB x Supreme,Nike,SB-DUNK-36,sneakers,,NO,,1100000,8,nuevo,Nuevo con caja. Comisión incluida en el precio.,/products/SB-DUNK-36.png,NO,NO
Yeezy Slide Azure,Adidas,YZY-SLIDE-02,sneakers,,NO,,500000,"5,7",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy Slide Slate Grey,Adidas,YZY-SLIDE-03,sneakers,,NO,,600000,7,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy Slide Bone,Adidas,YZY-SLIDE-04,sneakers,,NO,,600000,11,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy Slide Onyx,Adidas,YZY-SLIDE-05,sneakers,,NO,,600000,"4,5,7",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy Slide Glow Green,Adidas,YZY-SLIDE-06,sneakers,,NO,,650000,9,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy Slide Ochre,Adidas,YZY-SLIDE-07,sneakers,,NO,,350000,9,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy Quantum Sea Teal,Adidas,YZYQUANTUM-01,sneakers,,NO,,250000,9.5,usado,Usado sin caja. Comisión incluida en el precio.,,NO,NO
YZY 01 Cream,Adidas,YZY01-01,sneakers,,NO,,280000,8,nuevo,Nuevo con caja. Con bolsa. Comisión incluida en el precio.,,NO,NO
700 Analog V1,Adidas,YZY700-01,sneakers,,NO,,1500000,9,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy 350 Bone,Adidas,YZY350-01,sneakers,,NO,,1000000,9,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Dark Magician,Adidas,DARKMAGICIAN-01,sneakers,,NO,,680000,9,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Forum x Bape,Adidas x Bape,FORUMBAPE-01,sneakers,,NO,,700000,11,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy Foam RNR MX Carbon,Adidas,YZY-FOAM-03,sneakers,,NO,,600000,12,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Bad Bunny Resilience,Adidas x Bad Bunny,ADI-BB-13,sneakers,,NO,,950000,"10,7",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Bad Bunny Resilience,Adidas x Bad Bunny,ADI-BB-14,sneakers,,NO,,700000,7,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Jellyfish Blue,Adidas x Bad Bunny,ADI-BB-15,sneakers,,NO,,2850000,10,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
YS-01 Black,Adidas,YS01-01,sneakers,,NO,,350000,8,nuevo,Nuevo con caja. Con bolsa. Comisión incluida en el precio.,,NO,NO
Bad Bunny Campus Light,Adidas x Bad Bunny,ADI-BB-16,sneakers,,NO,,800000,10,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Bad Bunny Cabo Rojo,Adidas x Bad Bunny,ADI-BB-17,sneakers,,NO,,800000,"9,9.5,10,10.5",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Gazelle Benito,Adidas x Bad Bunny,GAZELLE-01,sneakers,,NO,,700000,6.5W,nuevo,Nuevo con caja. Talla de mujer. Comisión incluida en el precio.,,NO,NO
Yeezy Slate Marine,Adidas,YZYSLATE-01,sneakers,,NO,,390000,6,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Bad Bo 1.0 Resilience,Adidas x Bad Bunny,ADI-BB-18,sneakers,,NO,,950000,"9.5,8.5",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Ultimashow 2.0 Mercedes,Adidas,ULTIMASHOW-01,sneakers,,NO,,450000,10,nuevo,Nuevo sin caja. Comisión incluida en el precio.,,NO,NO
Jellyfish Black,Adidas x Bad Bunny,ADI-BB-20,sneakers,,NO,,1350000,"5,6",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Bad Bunny Leo Messi,Adidas x Bad Bunny,ADI-BB-21,sneakers,,NO,,950000,9,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Bad Bunny Resilience,Adidas x Bad Bunny,ADI-BB-23,sneakers,,NO,,800000,"4.5,5,5.5,6",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Bad Bunny SL 72,Adidas x Bad Bunny,ADI-SL72-02,sneakers,,NO,,800000,8.5,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Bad Bunny San Juan,Adidas x Bad Bunny,ADI-BB-24,sneakers,,NO,,1500000,10,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Hellstar,Adidas,HELLSTAR-01,sneakers,,NO,,1200000,10.5,usado,Usado con caja. Comisión incluida en el precio.,,NO,NO
Yeezy Foam RNR Carbon,Adidas,YZY-FOAM-04,sneakers,,NO,,500000,"7,8,11,13",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy 350 Pirate Black,Adidas,YZY350-02,sneakers,,NO,,1050000,8.5,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy Foam RNR Stone Age,Adidas,YZY-FOAM-05,sneakers,,NO,,500000,12,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy Slide Azure,Adidas,YZY-SLIDE-08,sneakers,,NO,,450000,"5,6",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy Slide Azure,Adidas,YZY-SLIDE-09,sneakers,,NO,,350000,6,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy Foam RNR Carbon,Adidas,YZY-FOAM-06,sneakers,,NO,,450000,12,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy 350 MX Rock,Adidas,YZY350-03,sneakers,,NO,,400000,11,usado,Usado sin caja. Comisión incluida en el precio.,,NO,NO
Yeezy 700 Enflame Amber,Adidas,YZY700-02,sneakers,,NO,,899000,10,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Torsion,Adidas,TORSION-01,sneakers,,NO,,550000,11,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Adifoam Ink Aluminum,Adidas,ADIFOAM-01,sneakers,,NO,,300000,10,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
80 Crop 420,Adidas,CROP420-01,sneakers,,NO,,350000,9.5,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy 450 Utility Black,Adidas,YZY450-01,sneakers,,NO,,400000,10,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
x Bape,Adidas x Bape,XBAPE-01,sneakers,,NO,,600000,10,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Bad Bo 1.0,Adidas x Bad Bunny,ADI-BB-25,sneakers,,NO,,900000,9.5,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Bad Bunny SL72,Adidas x Bad Bunny,ADI-SL72-03,sneakers,,NO,,600000,9,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Stan Smith x Bape,Adidas x Bape,STANSMITH-01,sneakers,,NO,,550000,7.5,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Bad Bunny Last,Adidas x Bad Bunny,ADI-BB-26,sneakers,,NO,,1000000,7,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Jellyfish Black,Adidas x Bad Bunny,ADI-BB-27,sneakers,,NO,,1700000,7.5,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Clot x Bape,Adidas x Bape,CLOTBAPE-01,sneakers,,NO,,1220000,11,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
SL 72 Leopard,Adidas,SL72-01,sneakers,,NO,,330000,7.5W,nuevo,Nuevo con caja. Talla de mujer. Comisión incluida en el precio.,,NO,NO
Campus 00's Stitchy,Adidas,CAMPUS-01,sneakers,,NO,,420000,"8.5,9",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Gazelle Y-3 Olive,Adidas,GAZELLE-02,sneakers,,NO,,830000,9,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
NMD HU Running Dog,Adidas,NMDHU-01,sneakers,,NO,,650000,10,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Adifoam Q Orange,Adidas,ADIFOAM-02,sneakers,,NO,,280000,9,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
x Bape 80's,Adidas x Bape,XBAPE80-01,sneakers,,NO,,480000,10.5,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Gazelle x Ronnie Fieg,Adidas x Kith,GAZELLE-03,sneakers,,NO,,950000,9,nuevo,Nuevo con caja. También sirve para talla 9.5 US. Comisión incluida en el precio.,,NO,NO
Bad Bunny Badbo R,Adidas x Bad Bunny,ADI-BB-28,sneakers,,NO,,850000,8,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy Slide Slate Marine,Adidas,YZY-SLIDE-11,sneakers,,NO,,650000,"4,5,6,7,8",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy Slide Dark Onyx,Adidas,YZY-SLIDE-12,sneakers,,NO,,780000,"5,7,8",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy Slide Dark Onyx,Adidas,YZY-SLIDE-13,sneakers,,NO,,880000,"6,10",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy Slide Soot,Adidas,YZY-SLIDE-14,sneakers,,NO,,700000,5,nuevo,Nuevo con caja. Caja dañada. Comisión incluida en el precio.,,NO,NO
Yeezy Slide Soot,Adidas,YZY-SLIDE-15,sneakers,,NO,,1000000,6,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Bad Bunny The Last Campus,Adidas x Bad Bunny,ADI-BB-29,sneakers,,NO,,900000,8,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Bad Bunny Chalky Brown,Adidas x Bad Bunny,ADI-BB-30,sneakers,,NO,,880000,5.5,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy Slide Granite,Adidas,YZY-SLIDE-16,sneakers,,NO,,700000,4,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy Slide Granite,Adidas,YZY-SLIDE-17,sneakers,,NO,,1000000,"12,13",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy Slide Bone Restock,Adidas,YZY-SLIDE-18,sneakers,,NO,,780000,4,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy Slide Bone Restock,Adidas,YZY-SLIDE-19,sneakers,,NO,,1000000,"8,11,13",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy Foam RNR MX Sand Grey,Adidas,YZY-FOAM-08,sneakers,,NO,,1750000,8,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy Foam RNR MX Cream Clay,Adidas,YZY-FOAM-09,sneakers,,NO,,1750000,12,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy Foam RNR Clay Taupe,Adidas,YZY-FOAM-10,sneakers,,NO,,650000,5,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy Foam RNR Clay Taupe,Adidas,YZY-FOAM-11,sneakers,,NO,,800000,"8,12",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy Foam RNR Ochre,Adidas,YZY-FOAM-12,sneakers,,NO,,900000,"7,8,12",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy Foam RNR Sand,Adidas,YZY-FOAM-13,sneakers,,NO,,1000000,12,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy Foam RNR Carbon,Adidas,YZY-FOAM-14,sneakers,,NO,,850000,"6,7,10,11,13",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy Foam RNR Stone Salt,Adidas,YZY-FOAM-15,sneakers,,NO,,780000,"7,10",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy Foam RNR Stone Salt,Adidas,YZY-FOAM-16,sneakers,,NO,,700000,5,nuevo,Nuevo con caja. Caja dañada. Comisión incluida en el precio.,,NO,NO
Yeezy Foam RNR MX Granite,Adidas,YZY-FOAM-17,sneakers,,NO,,800000,"6,11,12",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy Slide Flax,Adidas,YZY-SLIDE-20,sneakers,,NO,,900000,6,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy Foam RNR MX Granite,Adidas,YZY-FOAM-18,sneakers,,NO,,650000,"4,5,6,7,8",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy Foam RNR MX Granite,Adidas,YZY-FOAM-19,sneakers,,NO,,780000,"12,13",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy 350 Carbon Beluga,Adidas,YZY350-04,sneakers,,NO,,880000,"4,4.5,5,5.5,6,6.5",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy 700 Salt,Adidas,YZY700-03,sneakers,,NO,,1000000,6.5,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy 350 Pirate Black 2023,Adidas,YZY350-05,sneakers,,NO,,880000,"4,4.5,5,5.5",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy 350 Bone,Adidas,YZY350-06,sneakers,,NO,,850000,"4.5,5",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy 350 Bone,Adidas,YZY350-07,sneakers,,NO,,1300000,7,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy 350 Bone,Adidas,YZY350-08,sneakers,,NO,,1100000,"11.5,12.5,13,13.5",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy 350 Onyx,Adidas,YZY350-09,sneakers,,NO,,800000,"4,4.5,5,5.5,6",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy 350 Onyx,Adidas,YZY350-10,sneakers,,NO,,1000000,"6.5,7",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy 350 Onyx,Adidas,YZY350-11,sneakers,,NO,,1750000,7.5,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy 350 Onyx,Adidas,YZY350-12,sneakers,,NO,,2000000,"12.5,13,13.5",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy 350 Granite,Adidas,YZY350-13,sneakers,,NO,,880000,"4,4.5,6.5",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy 350 Static,Adidas,YZY350-14,sneakers,,NO,,800000,"4.5,5",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy 350 Static,Adidas,YZY350-15,sneakers,,NO,,1000000,"6,6.5,7",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy 350 Static,Adidas,YZY350-16,sneakers,,NO,,1750000,"7.5,11.5,12,12.5,13,13.5",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy 350 Steelgrey,Adidas,YZY350-17,sneakers,,NO,,750000,4.5,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Samba Cardboard,Adidas,SAMBA-01,sneakers,,NO,,1000000,"7.5,8,9.5,10",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Samba Cardboard,Adidas,SAMBA-02,sneakers,,NO,,880000,"8.5,9",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Samba OG Navy,Adidas,SAMBA-03,sneakers,,NO,,800000,7.5,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Samba OG Navy,Adidas,SAMBA-04,sneakers,,NO,,650000,11,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Hand Spezial Scarlet Gum,Adidas,HANDSPEZIAL-01,sneakers,,NO,,680000,8.5,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
South Park Towelie,Adidas,SOUTHPARK-01,sneakers,,NO,,1000000,4,nuevo,"Nuevo con caja. Caja dañada, falta 1 llavero. Comisión incluida en el precio.",,NO,NO
Allstar Ninja Turtles,Adidas,ALLSTAR-01,sneakers,,NO,,580000,4,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Bad Bunny Cabo Rojo,Adidas x Bad Bunny,ADI-BB-31,sneakers,,NO,,1350000,"5,6,6.5,7",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Samba Cow Print,Adidas,SAMBA-05,sneakers,,NO,,800000,"6,7,7.5,9",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy 350 Compct,Adidas,YZY350-18,sneakers,,NO,,950000,"13,13.5",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy 350 Clay,Adidas,YZY350-19,sneakers,,NO,,880000,9,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy 350 Bred,Adidas,YZY350-20,sneakers,,NO,,1500000,6,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy 450 Utility Black,Adidas,YZY450-02,sneakers,,NO,,580000,5,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy Desert Boot Rock,Adidas,YZYDSRT-01,sneakers,,NO,,2800000,12,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy 350 Beluga RF,Adidas,YZY350-21,sneakers,,NO,,1800000,12,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy 350 Dazzling Blue,Adidas,YZY350-22,sneakers,,NO,,2000000,11.5,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy 700 Vanta,Adidas,YZY700-04,sneakers,,NO,,2250000,9.5,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy 700 Enflame Amber,Adidas,YZY700-05,sneakers,,NO,,600000,"4.5,5,5.5",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy 350 MX Dark Salt,Adidas,YZY350-23,sneakers,,NO,,750000,"4.5,5,6",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy 700 Utility Black,Adidas,YZY700-06,sneakers,,NO,,750000,4.5,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy 700 Utility Black,Adidas,YZY700-07,sneakers,,NO,,1000000,"6.5,7",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy 700 V3 Fade Salt,Adidas,YZY700V3-01,sneakers,,NO,,600000,"4,4.5,5",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy Slide Enflame Orange,Adidas,YZY-SLIDE-21,sneakers,,NO,,1650000,7,nuevo,Nuevo con caja. Comisión incluida en el precio.,https://i.postimg.cc/7YZfYK2X/Copia-de-Copia-de-Sin-titulo-(2000-x-2000-px).png,NO,NO
Yeezy 700 Washed Orange,Adidas,YZY700-08,sneakers,,NO,,980000,10,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy Slide Slate Grey,Adidas,YZY-SLIDE-22,sneakers,,NO,,800000,"4,5",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy Slide Slate Grey,Adidas,YZY-SLIDE-23,sneakers,,NO,,950000,"6,7",nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Yeezy 500 Bone White,Adidas,YZY500-01,sneakers,,NO,,500000,"12.5,13",nuevo,Nuevo con caja. Upper manchado. Comisión incluida en el precio.,,NO,NO
Adi2000 Yu-Gi-Oh Blue Eyes,Adidas,ADI2000-01,sneakers,,NO,,1700000,11.5,nuevo,"Nuevo con caja. Caja dañada, accesorios completos. Comisión incluida en el precio.",,NO,NO
Forum Bad Bunny Easter Egg,Adidas x Bad Bunny,ADI-BB-32,sneakers,,NO,,4100000,8,nuevo,Nuevo con caja. Con accesorios. Comisión incluida en el precio.,,NO,NO
Forum Bad Bunny First Cafe,Adidas x Bad Bunny,ADI-BB-33,sneakers,,NO,,5000000,6.5,nuevo,Nuevo con caja. Con accesorios. Comisión incluida en el precio.,,NO,NO
Vomero Plus Orange Pulse,Nike,VOMEROPLUS-01,sneakers,,NO,,900000,11,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
Jellyfish White,Adidas x Bad Bunny,ADI-BB-34,sneakers,,NO,,1600000,7.5,nuevo,Nuevo con caja. Comisión incluida en el precio.,,NO,NO
